City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,valparaiso,-33.0393,-71.6273,20.13,90,0,3.6,CL,1674431824
279,beringovskiy,63.05,179.3167,-21.69,95,100,6.83,RU,1674431575
280,torbay,47.6666,-52.7314,-3.57,90,75,7.2,CA,1674431505
281,peachland,49.7665,-119.7357,1.96,51,8,0.62,CA,1674432093
282,rapid valley,44.0625,-103.1463,3.02,65,100,3.09,US,1674432094
283,alofi,-19.0595,-169.9187,30.94,62,50,4.63,NU,1674431535
284,guamuchil,25.4667,-108.1,23.15,21,0,3.44,MX,1674432094
285,ponta delgada,37.7333,-25.6667,14.4,94,75,4.63,PT,1674432095
286,tateyama,34.9833,139.8667,5.61,88,100,6.37,JP,1674432095
287,necochea,-38.5473,-58.7368,17.63,87,0,3.68,AR,1674432096
288,cherskiy,68.75,161.3,-35.46,95,100,1.25,RU,1674432096
289,kyrylivka,46.3759,35.3675,1.77,85,22,6.6,UA,1674432096
290,pontes e lacerda,-15.2261,-59.3353,25.25,76,67,1.93,BR,1674432097
291,bucksport,44.5737,-68.7956,-2.22,93,100,2.13,US,1674432097
292,mizan teferi,6.9833,35.5833,17.14,67,96,1.32,ET,1674432098
293,moron,-34.6534,-58.6198,28.88,45,75,7.72,AR,1674432098
294,norman wells,65.282,-126.8329,-18.98,84,75,1.03,CA,1674431262
295,kenai,60.5544,-151.2583,-2.17,67,0,3.09,US,1674431744
296,marquette,46.5333,-87.6335,-3.87,93,100,1.17,US,1674432099
297,meulaboh,4.1363,96.1285,23.53,92,100,1.99,ID,1674431743
298,farsund,58.0948,6.8047,1.14,6,73,1.69,NO,1674432099
299,oranjemund,-28.55,16.4333,17.01,95,20,3.23,NA,1674431858
300,nelson bay,-32.7167,152.15,22.78,87,98,3.13,AU,1674432100
301,puerto escondido,15.85,-97.0667,25.95,72,1,1.62,MX,1674431525
302,bani walid,31.7566,13.9942,9.83,62,75,2.09,LY,1674432100
303,cap malheureux,-19.9842,57.6142,25.26,81,100,3.68,MU,1674431804
304,karratha,-20.7377,116.8463,29.44,56,44,1.89,AU,1674431731
305,magadi,12.9667,77.2333,15.24,82,36,3.28,IN,1674431960
306,roma,43.2128,-75.4557,1.16,93,100,2.06,US,1674431735
307,ingham,42.6,-84.3833,-0.21,91,100,1.54,US,1674432101
308,havoysund,70.9963,24.6622,1.13,76,100,4.68,NO,1674431985
309,athabasca,54.7169,-113.2854,0.23,82,17,5.51,CA,1674431832
310,sangmelima,2.9333,11.9833,20.07,92,64,1.31,CM,1674432102
311,half moon bay,37.4636,-122.4286,16.06,40,0,9.26,US,1674431817
312,avera,33.194,-82.5271,7.73,95,100,2.93,US,1674431562
313,knittelfeld,47.2167,14.8167,-0.85,89,80,0.95,AT,1674432103
314,ust-ilimsk,58.0006,102.6619,-39.16,96,53,1.82,RU,1674432103
315,port pirie,-33.1833,138.0167,28.64,30,70,2.45,AU,1674432103
316,keetmanshoop,-26.5833,18.1333,26.84,33,89,5.86,NA,1674432104
317,goundam,16.4145,-3.6708,22.08,13,3,4.28,ML,1674432104
318,inirida,3.8653,-67.9239,23.86,87,100,1.01,CO,1674431990
319,hays,30.0502,-98.0336,13.68,37,0,1.34,US,1674432105
320,sistranda,63.7256,8.834,4.98,56,100,6.04,NO,1674431756
321,yumen,40.2833,97.2,-17.49,55,58,1.68,CN,1674431559
322,xai-xai,-25.0519,33.6442,25.7,84,78,4.24,MZ,1674432106
323,cabo san lucas,22.8909,-109.9124,24.23,69,49,2.24,MX,1674431464
324,vestmannaeyjar,63.4427,-20.2734,2.8,54,98,10.07,IS,1674431698
325,vaitape,-16.5167,-151.75,26.47,70,94,1.65,PF,1674431732
326,san quintin,30.4833,-115.95,14.36,65,2,6.5,MX,1674431568
327,finschhafen,-6.6024,147.8681,29.39,69,99,1.62,PG,1674432107
328,awjilah,29.1081,21.2869,12.07,45,0,3.66,LY,1674431860
329,kirakira,-10.4544,161.9205,29.4,69,95,1.95,SB,1674431512
330,olga,43.7444,135.2892,-14.14,65,100,2.13,RU,1674432107
331,katangli,51.7102,143.2326,-29.39,89,23,4.02,RU,1674432108
332,kavaratti,10.5669,72.642,26.49,71,92,4.85,IN,1674431839
333,haimen,23.1935,116.6142,16.34,90,25,5.75,CN,1674432108
334,magistralnyy,56.1725,107.4458,-42.91,97,40,1.34,RU,1674432109
335,severo-yeniseyskiy,60.3725,93.0408,-25.4,97,100,2.66,RU,1674432109
336,alibag,18.6411,72.8792,20.04,57,4,3.73,IN,1674432109
337,mehamn,71.0357,27.8492,2.97,75,90,12.35,NO,1674431781
338,buenos aires,-34.6132,-58.3772,30.82,44,0,3.6,AR,1674431497
339,north bend,43.4065,-124.2243,9.58,96,88,2.8,US,1674432110
340,yangjiang,21.85,111.9667,18.48,87,90,1.41,CN,1674432027
341,palmer,42.1584,-72.3287,3.12,82,100,3.09,US,1674431521
342,hofn,64.2539,-15.2082,0.97,59,10,7.0,IS,1674431748
343,shitanjing,39.2342,106.3439,-15.22,47,90,9.99,CN,1674432111
344,ucluelet,48.9329,-125.5528,6.16,85,96,0.94,CA,1674432091
345,srednekolymsk,67.45,153.6833,-41.4,99,100,1.12,RU,1674431939
346,hobyo,5.3505,48.5268,24.58,77,29,8.99,SO,1674431855
347,nova vicosa,-17.8919,-39.3719,25.75,89,100,4.85,BR,1674432112
348,mackay,-21.15,149.2,29.27,69,26,4.11,AU,1674432112
349,sorrento,40.626,14.3744,7.03,95,100,0.5,IT,1674432113
350,dwarka,22.2394,68.9678,18.22,44,0,7.24,IN,1674431573
351,high level,58.5169,-117.136,-14.89,98,9,0.46,CA,1674432022
352,baherden,38.4362,57.4316,-1.14,62,3,1.35,TM,1674431820
353,sur,22.5667,59.5289,18.69,54,29,5.73,OM,1674431931
354,upernavik,72.7868,-56.1549,-28.87,68,82,5.25,GL,1674432114
355,skelleftea,64.7507,20.9528,-6.8,100,7,2.57,SE,1674432114
356,helong,42.5397,128.9972,-15.73,91,94,1.05,CN,1674432114
357,chongwe,-15.3292,28.682,17.17,98,100,1.44,ZM,1674432115
358,balkhash,46.844,74.9804,-17.95,81,7,3.4,KZ,1674431764
359,bolivar,37.6145,-93.4105,2.54,89,100,3.91,US,1674432115
360,rubtsovsk,51.5,81.25,-14.67,68,100,10.27,RU,1674432116
361,cascais,38.6979,-9.4215,10.59,52,7,9.83,PT,1674431833
362,almeirim,-1.5233,-52.5817,23.92,92,48,2.87,BR,1674431971
363,coquimbo,-29.9533,-71.3436,18.29,82,7,2.49,CL,1674432116
364,mizdah,31.4451,12.9801,7.0,72,23,3.72,LY,1674431927
365,deputatskiy,69.3,139.9,-39.08,100,68,1.51,RU,1674431746
366,lubawa,53.5043,19.7497,-0.89,87,23,3.61,PL,1674432117
367,trapani,37.8333,12.6667,5.15,75,36,1.32,IT,1674432117
368,raudeberg,61.9875,5.1352,3.81,70,100,13.45,NO,1674431532
369,abu samrah,35.3029,37.1841,9.03,74,0,1.73,SY,1674432118
370,bubaque,11.2833,-15.8333,23.34,71,1,8.64,GW,1674431754
371,guerrero negro,27.9769,-114.0611,15.74,56,0,7.16,MX,1674431530
372,bell ville,-32.6259,-62.6887,23.7,49,91,3.5,AR,1674432038
373,san miguel,13.4833,-88.1833,25.23,60,35,2.28,SV,1674432119
374,wattegama,6.7989,81.4808,21.77,94,100,1.71,LK,1674432119
375,havre-saint-pierre,50.2334,-63.5986,-3.0,80,100,4.63,CA,1674431744
376,naze,28.3667,129.4833,18.51,78,39,5.68,JP,1674431754
377,petropavlovsk-kamchatskiy,53.0452,158.6483,-17.67,66,75,3.0,RU,1674432120
378,coihaique,-45.5752,-72.0662,19.97,40,40,4.63,CL,1674431819
379,palamos,41.8484,3.1291,5.06,36,81,8.49,ES,1674432120
380,dhidhdhoo,6.8833,73.1,26.4,73,100,2.69,MV,1674431766
381,kaabong,3.4836,34.1492,21.24,47,80,6.08,UG,1674432121
382,bassila,9.0081,1.6654,26.39,24,96,1.21,BJ,1674432121
383,concarneau,47.875,-3.9225,0.44,85,44,2.83,FR,1674432069
384,babushkin,51.7122,105.8647,-31.38,96,65,2.48,RU,1674432122
385,semey,50.4111,80.2275,-15.91,73,95,7.83,KZ,1674432123
386,gao,16.6362,1.637,22.88,13,6,4.28,ML,1674432123
387,beaverlodge,55.2166,-119.4361,-6.81,89,41,2.43,CA,1674432124
388,tomatlan,19.9333,-105.25,24.83,65,1,3.14,MX,1674432124
389,manavalakurichi,8.1333,77.3,23.44,74,97,1.45,IN,1674432125
390,cuamba,-14.8031,36.5372,19.94,98,100,1.59,MZ,1674432125
391,bhanjanagar,19.9333,84.5833,16.67,63,48,1.13,IN,1674432125
392,springdale,36.1867,-94.1288,2.24,92,100,4.47,US,1674431955
393,saldanha,-33.0117,17.9442,17.77,90,0,6.09,ZA,1674432061
394,caravelas,-17.7125,-39.2481,25.85,86,99,4.21,BR,1674432100
395,santa cruz,-17.8,-63.1667,29.03,65,40,7.2,BO,1674431880
396,qinhuangdao,39.9317,119.5883,-11.96,62,98,8.58,CN,1674431811
397,mutuipe,-13.2286,-39.5047,22.5,92,100,1.15,BR,1674432127
398,yining,29.0361,114.5636,6.4,93,100,0.87,CN,1674432128
399,gat,31.61,34.7642,17.44,80,25,0.24,IL,1674431736
400,rio grande,-32.035,-52.0986,27.06,79,12,4.39,BR,1674431865
401,tigzirt,36.8886,4.1198,6.6,79,100,1.52,DZ,1674432128
402,xichang,27.8964,102.2634,2.77,70,76,0.93,CN,1674431427
403,pa sang,18.5262,98.9394,14.11,54,14,0.24,TH,1674432129
404,sinnamary,5.3833,-52.95,24.79,86,93,5.85,GF,1674432130
405,soltsy,58.1239,30.3238,-7.06,96,94,1.39,RU,1674432131
406,corowa,-36.0333,146.3833,23.65,62,7,1.74,AU,1674432131
407,katsuura,35.1333,140.3,7.73,90,100,7.01,JP,1674431312
408,cayenne,4.9333,-52.3333,26.02,83,75,5.14,GF,1674431406
409,ankang,32.68,109.0172,5.11,44,98,1.34,CN,1674432132
410,nabire,-3.3667,135.4833,24.99,88,100,0.69,ID,1674432132
411,kamenka,51.3223,42.7678,-6.0,83,99,4.36,RU,1674432133
412,buraydah,26.326,43.975,15.25,47,83,5.55,SA,1674431836
413,aswan,24.0934,32.907,15.57,27,8,4.25,EG,1674432134
414,talara,-4.5772,-81.2719,22.83,79,26,2.56,PE,1674432134
415,alice springs,-23.7,133.8833,31.23,40,5,3.09,AU,1674431828
416,resistencia,-27.4606,-58.9839,31.72,49,0,2.65,AR,1674432135
417,the hammocks,25.6715,-80.4445,25.01,87,0,1.54,US,1674432135
418,derzhavinsk,51.1,66.3167,-14.21,84,97,4.46,KZ,1674432136
419,kuvandyk,51.4781,57.3552,-19.24,82,85,0.75,RU,1674432136
420,grindavik,63.8424,-22.4338,1.26,60,75,9.77,IS,1674432137
421,tazmalt,36.3868,4.3989,3.05,94,99,2.22,DZ,1674432137
422,phalaborwa,-23.943,31.1411,21.99,82,96,4.68,ZA,1674432138
423,nuevitas,21.5453,-77.2644,24.52,78,17,5.17,CU,1674432138
424,la ronge,55.1001,-105.2842,0.14,74,100,5.66,CA,1674431544
425,nuuk,64.1835,-51.7216,-2.21,89,100,17.14,GL,1674431499
426,atar,20.5169,-13.0499,18.83,17,0,4.54,MR,1674431706
427,dauphin,51.1494,-100.0502,0.82,85,100,5.98,CA,1674432007
428,asyut,27.181,31.1837,12.08,56,54,2.68,EG,1674432139
429,bara,10.3744,10.7288,22.43,18,37,3.7,NG,1674431630
430,savannah bight,16.45,-85.85,26.4,77,5,10.15,HN,1674432011
431,caraquet,47.7941,-64.9386,-4.7,90,100,3.0,CA,1674431947
432,oktyabrskiy,54.4815,53.471,-12.71,92,100,2.54,RU,1674432140
433,mulbagal,13.1667,78.4,14.43,95,34,1.71,IN,1674432140
434,manzil bu zalafah,36.6831,10.5843,5.71,81,23,7.98,TN,1674432141
435,damghan,36.1683,54.348,-2.2,55,4,0.67,IR,1674432141
436,alta floresta,-9.8756,-56.0861,22.27,96,92,1.23,BR,1674431575
437,abonnema,4.7084,6.7931,26.81,78,30,2.52,NG,1674432142
438,sipe sipe,-17.45,-66.3833,18.9,51,60,0.9,BO,1674432142
439,tazovskiy,67.4667,78.7,-29.39,99,74,3.6,RU,1674431911
440,samarai,-10.6167,150.6667,29.0,72,66,6.28,PG,1674431850
441,blackwater,-23.5833,148.8833,27.94,58,15,4.1,AU,1674432135
442,maldonado,-34.6667,-54.9167,22.17,54,10,2.71,UY,1674432143
443,wilmington,34.2257,-77.9447,15.56,92,100,1.34,US,1674432033
444,tougue,11.4667,-11.6,20.42,26,5,1.15,GN,1674432144
445,buzescu,44.0167,25.2333,6.87,86,58,8.43,RO,1674432144
446,guarumal,8.35,-82.5333,25.45,80,14,3.0,PA,1674432145
447,mokhsogollokh,61.4681,128.9203,-42.67,100,100,1.26,RU,1674432145
448,geraldton,-28.7667,114.6,22.23,73,100,7.2,AU,1674431559
449,coahuayana,18.7333,-103.6833,25.55,68,22,1.99,MX,1674431782
450,presidencia roque saenz pena,-26.7852,-60.4388,29.84,34,20,1.65,AR,1674431776
451,rumuruti,0.267,36.5389,13.98,78,88,2.05,KE,1674432146
452,seymchan,62.8833,152.4333,-31.29,96,100,3.58,RU,1674432146
453,khasan,42.4308,130.6434,-10.79,81,88,3.66,RU,1674432147
454,salalah,17.0151,54.0924,20.88,70,32,2.18,OM,1674432097
455,stornoway,58.2093,-6.3865,8.98,94,100,4.12,GB,1674431966
456,takoradi,4.8845,-1.7554,26.52,84,15,2.85,GH,1674431577
457,dunedin,-45.8742,170.5036,15.45,50,13,2.24,NZ,1674431483
458,ivanivka,46.7208,34.553,-0.93,90,11,3.66,UA,1674432148
459,vostok,46.4856,135.8833,-27.77,87,13,1.17,RU,1674431727
460,kushima,31.4583,131.2333,10.01,88,97,4.0,JP,1674432149
461,yellapur,14.9667,74.7167,15.59,64,43,1.52,IN,1674432149
462,chabahar,25.2919,60.643,16.21,34,56,3.03,IR,1674431956
463,athens,37.9795,23.7162,15.09,82,75,4.12,GR,1674431650
464,dindori,22.95,81.0833,14.69,60,1,1.34,IN,1674432150
465,salisbury,51.0693,-1.7957,-0.55,96,40,2.57,GB,1674432150
466,bukoba,-1.3317,31.8122,18.72,80,100,2.26,TZ,1674432151
467,concordia,-31.393,-58.0209,30.44,40,0,3.58,AR,1674431747
468,portland,45.5234,-122.6762,8.85,79,100,2.24,US,1674431577
469,akyab,20.15,92.9,17.59,52,7,3.82,MM,1674431940
470,tautira,-17.7333,-149.15,25.34,72,100,2.81,PF,1674431571
471,castro alves,-12.7656,-39.4283,23.47,83,100,1.81,BR,1674432152
472,osmena,10.5208,119.9258,26.67,79,98,9.75,PH,1674432152
473,ilo,-17.6394,-71.3375,21.59,79,57,0.19,PE,1674432152
474,asekeyevo,53.5742,52.7972,-15.4,93,100,1.09,RU,1674432153
475,bardiyah,31.7561,25.0865,14.31,63,0,3.74,LY,1674431555
476,grimshaw,56.1834,-117.6027,-1.21,69,20,3.6,CA,1674431983
477,ostrovnoy,68.0531,39.5131,-3.89,86,90,11.4,RU,1674432153
478,turukhansk,65.8167,87.9833,-22.6,91,100,6.14,RU,1674432154
479,tual,-5.6667,132.75,27.21,80,100,7.05,ID,1674431925
480,gari,59.4307,62.3497,-15.18,98,38,1.98,RU,1674432155
481,jodiya,22.6925,70.306,16.77,55,0,7.32,IN,1674431987
482,matamoros,25.5333,-103.25,18.95,19,0,3.28,MX,1674431706
483,fukue,32.6881,128.8419,9.2,76,40,4.63,JP,1674431858
484,kawalu,-7.3817,108.2082,23.22,89,94,0.16,ID,1674432155
485,manta,-0.95,-80.7333,26.88,69,20,4.63,EC,1674431835
486,bushehr,28.9684,50.8385,16.75,72,91,1.52,IR,1674432156
487,sri aman,1.2376,111.4621,23.37,99,100,0.39,MY,1674432010
488,puerto carreno,6.189,-67.4859,28.03,55,100,5.72,CO,1674432157
489,hokitika,-42.7167,170.9667,18.44,64,6,3.75,NZ,1674432157
490,maltahohe,-24.8333,16.9833,24.39,46,92,4.7,NA,1674432157
491,bemidji,47.4736,-94.8803,-7.19,90,0,2.06,US,1674432158
492,bali chak,22.3667,87.55,18.06,68,60,1.95,IN,1674432158
493,kangaatsiaq,68.3065,-53.4641,-11.9,93,100,3.95,GL,1674432159
494,mtambile,-5.3833,39.7,26.32,83,100,5.12,TZ,1674432159
495,callaguip,18.0714,120.4867,25.34,67,58,1.53,PH,1674432159
496,richards bay,-28.783,32.0377,22.74,88,12,2.03,ZA,1674432160
497,saint-augustin,51.226,-58.6502,-10.09,89,38,3.03,CA,1674432160
498,margate,51.3813,1.3862,4.83,75,38,1.79,GB,1674432161
499,cabedelo,-6.9811,-34.8339,27.37,79,17,4.76,BR,1674431829
500,wadi maliz,36.4681,8.5495,5.63,87,88,5.42,TN,1674432161
501,bolshoye nagatkino,54.5196,47.9679,-10.13,91,100,1.91,RU,1674432161
502,joshimath,30.5667,79.5667,-0.48,31,0,4.35,IN,1674432162
503,baker city,44.7749,-117.8344,-0.23,81,65,4.15,US,1674431943
504,pacific grove,36.6177,-121.9166,15.77,62,48,10.28,US,1674431756
505,shache,38.4167,77.2406,-13.39,90,95,3.2,CN,1674431826
506,sorland,67.667,12.6934,4.92,83,100,16.31,NO,1674432163
507,korem,12.5058,39.5228,9.5,61,29,0.55,ET,1674432163
508,mareeba,-17.0,145.4333,28.6,71,64,3.11,AU,1674431751
509,kismayo,-0.3582,42.5454,25.01,87,71,6.79,SO,1674432164
510,portoferraio,42.8115,10.3146,8.94,76,45,10.37,IT,1674432164
511,mangaluru,12.8667,74.8833,23.48,78,33,1.54,IN,1674432165
512,beyneu,45.3167,55.2,-3.63,54,0,4.38,KZ,1674432165
513,arawa,-6.2132,155.5367,30.08,63,100,2.03,PG,1674432166
514,alihe,50.5667,123.7167,-34.89,94,92,1.53,CN,1674432166
515,esmeraldas,-19.7625,-44.3139,20.01,94,100,1.54,BR,1674432167
516,ust-uda,54.1742,103.0304,-45.24,100,62,0.71,RU,1674432167
517,khoy,38.5504,44.9535,-1.85,73,43,0.25,IR,1674432167
518,lujan,-34.5703,-59.105,27.79,51,38,1.34,AR,1674432168
519,gubkinskiy,64.434,76.5026,-14.64,96,100,2.54,RU,1674432041
520,owase,34.0667,136.2,7.76,71,100,1.54,JP,1674432168
521,hirara,24.8,125.2833,20.01,89,100,7.66,JP,1674432169
522,kulhudhuffushi,6.6221,73.07,26.44,71,100,2.71,MV,1674432169
523,tabas,33.5959,56.9244,3.37,38,0,1.92,IR,1674432078
524,nienburg,52.6333,9.2167,2.34,96,100,2.42,DE,1674432169
525,anuradhapura,8.3565,80.4173,21.6,98,99,1.88,LK,1674432170
526,chipinge,-20.1883,32.6236,17.29,84,54,1.75,ZW,1674432170
527,iracoubo,5.4802,-53.2011,24.77,85,97,5.78,GF,1674432171
528,luena,-11.7833,19.9167,16.21,94,98,3.35,AO,1674432172
529,gushikawa,26.3544,127.8686,19.57,97,100,0.0,JP,1674432172
530,hanmer springs,-42.5167,172.8167,16.17,66,88,1.78,NZ,1674432172
531,zhigansk,66.7697,123.3711,-37.55,94,100,2.43,RU,1674431925
532,xuanwu,32.069,118.8138,5.55,88,100,3.26,CN,1674432173
533,gewane,10.1664,40.6453,21.25,57,11,2.77,ET,1674432173
534,port moresby,-9.4431,147.1797,28.38,65,89,0.83,PG,1674432174
535,hammond,41.5834,-87.5,0.83,90,100,4.12,US,1674432057
536,launceston,-41.45,147.1667,22.86,60,1,2.57,AU,1674431870
537,ballitoville,-29.539,31.2144,25.69,92,28,2.14,ZA,1674432175
538,jilin,43.0,126.0,-23.81,84,80,3.93,CN,1674432175
539,svetlyy,54.675,20.1347,-0.97,87,43,3.33,RU,1674432176
540,tecozautla,20.5333,-99.6333,21.79,39,1,4.19,MX,1674432176
541,porto murtinho,-21.6989,-57.8825,29.38,54,71,2.36,BR,1674432176
542,westport,41.1415,-73.3579,4.38,86,100,3.6,US,1674431911
543,mujiayingzi,42.1167,118.7833,-20.96,90,100,1.95,CN,1674432177
544,leninogorsk,54.6026,52.4609,-13.14,94,100,2.18,RU,1674432177
545,gorele,41.0308,39.0031,9.9,64,0,1.75,TR,1674432178
546,karagaylinskiy,54.172,86.5521,-17.03,93,100,7.4,RU,1674432178
547,santiago del estero,-27.7951,-64.2615,30.45,43,36,3.37,AR,1674432091
548,poronaysk,49.2167,143.1167,-21.46,84,84,0.7,RU,1674432179
549,carballo,43.213,-8.691,6.06,82,55,1.06,ES,1674432179
550,paamiut,61.994,-49.6678,-6.74,74,100,7.56,GL,1674432180
551,berlevag,70.8578,29.0864,3.0,64,98,18.52,NO,1674432180
552,krasnyy chikoy,50.3643,108.7512,-39.97,99,64,1.08,RU,1674432180
553,mercedes,-34.6515,-59.4307,27.66,41,36,4.55,AR,1674432181
554,mitu,1.1983,-70.1733,22.9,94,74,0.84,CO,1674432015
